Unnamed: 0,Job ID,Agency,Posting Type,No Of Positions,Civil Service Title,Title Classification,Job Category,Full-Time/Part-Time indicator,Career Level,Salary Range From,Salary Range To,Salary Frequency,Required Qualification,Residency In Newyork,Posting Date
5240,615588,BRONX DISTRICT ATTORNEY,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Administration & Human Resources ,full time,Manager,85000,85000,Annual,baccalaureate degree,No,11/9/2023
5241,615588,BRONX DISTRICT ATTORNEY,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Administration & Human Resources ,full time,Manager,85000,85000,Annual,baccalaureate degree,No,11/9/2023
5242,627152,DISTRICT ATTORNEY-MANHATTAN,External,1,COMMUNITY ASSOCIATE,Non-Competitive-5,Administration & Human Resources ,full time,Entry-Level,47694,47694,Annual,high school,No,2/15/2024
5243,627152,DISTRICT ATTORNEY-MANHATTAN,Internal,1,COMMUNITY ASSOCIATE,Non-Competitive-5,Administration & Human Resources ,full time,Entry-Level,47694,47694,Annual,high school,No,2/15/2024
5244,615500,BRONX DISTRICT ATTORNEY,Internal,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,Administration & Human Resources ,full time,Manager,118480,118480,Annual,master's degree,No,11/9/2023
5245,615500,BRONX DISTRICT ATTORNEY,External,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,Administration & Human Resources ,full time,Manager,118480,118480,Annual,master's degree,No,11/9/2023
5246,543628,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE PUBLIC HEALTH S,Competitive-1,Administration & Human Resources ,full time,Manager,58700,161534,Annual,baccalaureate degree,Yes,8/4/2022
5247,618573,BRONX DISTRICT ATTORNEY,Internal,1,ADMINISTRATIVE MANAGER,Competitive-1,Administration & Human Resources ,full time,Manager,95000,95000,Annual,baccalaureate degree,No,12/4/2023
5248,618573,BRONX DISTRICT ATTORNEY,External,1,ADMINISTRATIVE MANAGER,Competitive-1,Administration & Human Resources ,full time,Manager,95000,95000,Annual,baccalaureate degree,No,12/4/2023
5249,527756,NYC HOUSING AUTHORITY,Internal,1,ADMINISTRATIVE HOUSING SUPERIN,Competitive-1,Administration & Human Resources ,full time,Manager,58700,161534,Annual,high school,Yes,4/13/2022
5250,527756,NYC HOUSING AUTHORITY,External,1,ADMINISTRATIVE HOUSING SUPERIN,Competitive-1,Administration & Human Resources ,full time,Manager,58700,161534,Annual,high school,Yes,4/13/2022
5251,527762,NYC HOUSING AUTHORITY,External,1,ADMINISTRATIVE HOUSING SUPERIN,Competitive-1,Administration & Human Resources ,full time,Manager,58700,161534,Annual,high school,Yes,5/12/2022
5252,527762,NYC HOUSING AUTHORITY,Internal,1,ADMINISTRATIVE HOUSING SUPERIN,Competitive-1,Administration & Human Resources ,full time,Manager,58700,161534,Annual,high school,Yes,5/12/2022
5253,533753,NYC HOUSING AUTHORITY,Internal,1,ASSISTANT HOUSING MANAGER (HA),Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),49609,77454,Annual,baccalaureate degree,Yes,6/10/2022
5254,536556,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE STAFF ANALYST,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),70611,105138,Annual,master's degree,Yes,1/12/2024
5255,536556,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE STAFF ANALYST,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),70611,105138,Annual,master's degree,Yes,1/12/2024
5256,597818,LAW DEPARTMENT,External,1,CLERICAL ASSOCIATE,Competitive-1,Administration & Human Resources ,part time,Experienced (non-manager),21.7641,35.26,Hourly,high school,Yes,8/10/2023
5257,597818,LAW DEPARTMENT,Internal,1,CLERICAL ASSOCIATE,Competitive-1,Administration & Human Resources ,part time,Experienced (non-manager),21.7641,35.26,Hourly,high school,Yes,8/10/2023
5258,610327,NYC HOUSING AUTHORITY,External,1,MAINTENANCE WORKER,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),29.98,31.16,Hourly,high school,Yes,10/17/2023
5259,610327,NYC HOUSING AUTHORITY,Internal,1,MAINTENANCE WORKER,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),29.98,31.16,Hourly,high school,Yes,10/17/2023
5260,624752,NYC HOUSING AUTHORITY,Internal,1,CLERICAL ASSOCIATE,Competitive-1,Administration & Human Resources ,full time,Entry-Level,43728,68645,Annual,high school,Yes,2/2/2024
5261,624997,NYC HOUSING AUTHORITY,Internal,1,SUPERVISING HOUSING GROUNDSKEE,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),43780,71517,Annual,high school,Yes,1/31/2024
5262,624997,NYC HOUSING AUTHORITY,External,1,SUPERVISING HOUSING GROUNDSKEE,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),43780,71517,Annual,high school,Yes,1/31/2024
5263,625888,NYC HOUSING AUTHORITY,Internal,1,CARETAKER (HA),Labor-3,Administration & Human Resources ,full time,Entry-Level,36006,50569,Annual,others,Yes,2/7/2024
5264,625888,NYC HOUSING AUTHORITY,External,1,CARETAKER (HA),Labor-3,Administration & Human Resources ,full time,Entry-Level,36006,50569,Annual,others,Yes,2/7/2024
5265,626581,OFFICE OF THE COMPTROLLER,External,1,ADMINISTRATIVE SUPERVISOR OF B,Competitive-1,Administration & Human Resources ,full time,Manager,75000,85000,Annual,baccalaureate degree,No,2/9/2024
5266,626581,OFFICE OF THE COMPTROLLER,Internal,1,ADMINISTRATIVE SUPERVISOR OF B,Competitive-1,Administration & Human Resources ,full time,Manager,75000,85000,Annual,baccalaureate degree,No,2/9/2024
5267,626987,DEPT OF DESIGN & CONSTRUCTION,External,1,ADMINISTRATIVE STAFF ANALYST,Competitive-1,Administration & Human Resources ,full time,Manager,88437,134570,Annual,master's degree,Yes,2/16/2024
5268,626987,DEPT OF DESIGN & CONSTRUCTION,Internal,1,ADMINISTRATIVE STAFF ANALYST,Competitive-1,Administration & Human Resources ,full time,Manager,88437,134570,Annual,master's degree,Yes,2/16/2024
5269,506838,DEPARTMENT OF TRANSPORTATION,Internal,1,CLERICAL ASSOCIATE,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),36390,58953,Annual,high school,Yes,12/4/2021
5270,506854,DEPARTMENT OF TRANSPORTATION,Internal,2,ADM MANAGER-NON-MGRL FRM M1/M2,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),60718,90773,Annual,baccalaureate degree,Yes,12/3/2021
5271,527837,DEPARTMENT OF CORRECTION,Internal,2,PSYCHOLOGIST,Competitive-1,Administration & Human Resources ,part time,Experienced (non-manager),46.7039,53.7094,Hourly,others,No,4/8/2022
5272,527837,DEPARTMENT OF CORRECTION,External,2,PSYCHOLOGIST,Competitive-1,Administration & Human Resources ,part time,Experienced (non-manager),46.7039,53.7094,Hourly,others,No,4/8/2022
5273,537494,HRA/DEPT OF SOCIAL SERVICES,Internal,1,CLERICAL ASSOCIATE,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),36390,58953,Annual,high school,Yes,6/30/2022
5274,537494,HRA/DEPT OF SOCIAL SERVICES,External,1,CLERICAL ASSOCIATE,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),36390,58953,Annual,high school,Yes,6/30/2022
5275,546138,DEPARTMENT OF CORRECTION,External,1,DIRECTOR OF CORRECTIONAL STAND,Non-Competitive-5,Administration & Human Resources ,full time,Experienced (non-manager),104000,110000,Annual,baccalaureate degree,No,8/16/2022
5276,546138,DEPARTMENT OF CORRECTION,Internal,1,DIRECTOR OF CORRECTIONAL STAND,Non-Competitive-5,Administration & Human Resources ,full time,Experienced (non-manager),104000,110000,Annual,baccalaureate degree,No,8/16/2022
5277,551133,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADM MANAGER-NON-MGRL FRM M1/M2,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),74730,130000,Annual,baccalaureate degree,Yes,9/16/2022
5278,552237,HRA/DEPT OF SOCIAL SERVICES,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),58695,67499,Annual,baccalaureate degree,Yes,9/21/2022
5279,552237,HRA/DEPT OF SOCIAL SERVICES,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),58695,67499,Annual,baccalaureate degree,Yes,9/21/2022
5280,557310,DEPARTMENT OF TRANSPORTATION,External,1,PUBLIC RECORDS AIDE,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),131.1226,200.7739,Daily,high school,Yes,11/2/2022
5281,557310,DEPARTMENT OF TRANSPORTATION,Internal,1,PUBLIC RECORDS AIDE,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),131.1226,200.7739,Daily,high school,Yes,11/2/2022
5282,557359,DEPARTMENT OF TRANSPORTATION,Internal,1,RESEARCH ASSISTANT,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),45428,68741,Annual,baccalaureate degree,Yes,11/2/2022
5283,557359,DEPARTMENT OF TRANSPORTATION,External,1,RESEARCH ASSISTANT,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),45428,68741,Annual,baccalaureate degree,Yes,11/2/2022
5284,557373,DEPARTMENT OF TRANSPORTATION,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),47418,69462,Annual,baccalaureate degree,Yes,11/2/2022
5285,557379,HRA/DEPT OF SOCIAL SERVICES,External,1,CLERICAL ASSOCIATE,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),36390,41848,Annual,high school,Yes,10/25/2022
5286,557379,HRA/DEPT OF SOCIAL SERVICES,Internal,1,CLERICAL ASSOCIATE,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),36390,41848,Annual,high school,Yes,10/25/2022
5287,558824,DEPT OF ENVIRONMENT PROTECTION,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),58695,89699,Annual,baccalaureate degree,Yes,11/1/2022
5288,566644,NYC HOUSING AUTHORITY,External,1,ASSOCIATE LABOR RELATIONS ANAL,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),76294,108156,Annual,master's degree,Yes,1/9/2023
5289,566644,NYC HOUSING AUTHORITY,Internal,1,ASSOCIATE LABOR RELATIONS ANAL,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),76294,108156,Annual,master's degree,Yes,1/9/2023
5290,567024,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE STAFF ANALYST,Competitive-1,Administration & Human Resources ,full time,Manager,80931,208826,Annual,master's degree,Yes,1/9/2023
5291,567024,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE STAFF ANALYST,Competitive-1,Administration & Human Resources ,full time,Manager,80931,208826,Annual,master's degree,Yes,1/9/2023
5292,567031,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE PUBLIC HEALTH S,Competitive-1,Administration & Human Resources ,full time,Manager,80931,208826,Annual,baccalaureate degree,Yes,1/9/2023
5293,567031,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE PUBLIC HEALTH S,Competitive-1,Administration & Human Resources ,full time,Manager,80931,208826,Annual,baccalaureate degree,Yes,1/9/2023
5294,567045,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE COMMUNITY RELAT,Competitive-1,Administration & Human Resources ,full time,Manager,80931,208826,Annual,baccalaureate degree,Yes,1/9/2023
5295,567045,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE COMMUNITY RELAT,Competitive-1,Administration & Human Resources ,full time,Manager,80931,208826,Annual,baccalaureate degree,Yes,1/9/2023
5296,567051,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE MANAGER,Competitive-1,Administration & Human Resources ,full time,Manager,80931,208826,Annual,baccalaureate degree,Yes,1/9/2023
5297,567051,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE MANAGER,Competitive-1,Administration & Human Resources ,full time,Manager,80931,208826,Annual,baccalaureate degree,Yes,1/9/2023
5298,568594,OFFICE OF LABOR RELATIONS,Internal,1,ASSISTANT COMMISSIONER OF LABO,Non-Competitive-5,Administration & Human Resources ,full time,Executive,80931,208826,Annual,baccalaureate degree,Yes,1/11/2023
5299,568594,OFFICE OF LABOR RELATIONS,External,1,ASSISTANT COMMISSIONER OF LABO,Non-Competitive-5,Administration & Human Resources ,full time,Executive,80931,208826,Annual,baccalaureate degree,Yes,1/11/2023
5300,572062,DEPARTMENT OF TRANSPORTATION,Internal,1,CLERICAL ASSOCIATE,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),36390,58953,Annual,high school,Yes,1/31/2023
5301,572062,DEPARTMENT OF TRANSPORTATION,External,1,CLERICAL ASSOCIATE,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),36390,58953,Annual,high school,Yes,1/31/2023
5302,578871,DEPARTMENT OF TRANSPORTATION,Internal,5,CUSTOMER INFORMATION REP,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),51340,78045,Annual,baccalaureate degree,Yes,3/24/2023
5303,578871,DEPARTMENT OF TRANSPORTATION,External,5,CUSTOMER INFORMATION REP,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),51340,78045,Annual,baccalaureate degree,Yes,3/24/2023
5304,579262,DEPT OF ENVIRONMENT PROTECTION,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),47418,69462,Annual,baccalaureate degree,Yes,4/8/2023
5305,579262,DEPT OF ENVIRONMENT PROTECTION,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),47418,69462,Annual,baccalaureate degree,Yes,4/8/2023
5306,580585,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CLERICAL ASSOCIATE,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),40017,62820,Annual,high school,Yes,8/13/2023
5307,580585,DEPT OF ENVIRONMENT PROTECTION,External,1,CLERICAL ASSOCIATE,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),40017,62820,Annual,high school,Yes,8/13/2023
5308,582939,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ASSISTANT COMMISSIONER (DEP),Non-Competitive-5,Administration & Human Resources ,full time,Executive,175000,208826,Annual,others,Yes,4/11/2023
5309,582939,DEPT OF ENVIRONMENT PROTECTION,External,1,ASSISTANT COMMISSIONER (DEP),Non-Competitive-5,Administration & Human Resources ,full time,Executive,175000,208826,Annual,others,Yes,4/11/2023
5310,585493,DEPARTMENT OF TRANSPORTATION,Internal,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),84451,113550,Annual,master's degree,Yes,5/8/2023
5311,585493,DEPARTMENT OF TRANSPORTATION,External,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),84451,113550,Annual,master's degree,Yes,5/8/2023
5312,587674,DEPARTMENT OF TRANSPORTATION,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),53057,77124,Annual,baccalaureate degree,Yes,5/22/2023
5313,589759,DEPT OF DESIGN & CONSTRUCTION,Internal,1,STAFF ANALYST,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),62470,71840,Annual,master's degree,Yes,7/1/2023
5314,589759,DEPT OF DESIGN & CONSTRUCTION,External,1,STAFF ANALYST,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),62470,71840,Annual,master's degree,Yes,7/1/2023
5315,590075,DEPT OF DESIGN & CONSTRUCTION,Internal,1,ADMINISTRATIVE PROJECT MANAGER,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),58682,126845,Annual,baccalaureate degree,No,6/26/2023
5316,590075,DEPT OF DESIGN & CONSTRUCTION,External,1,ADMINISTRATIVE PROJECT MANAGER,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),58682,126845,Annual,baccalaureate degree,No,6/26/2023
5317,590145,HRA/DEPT OF SOCIAL SERVICES,External,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,Administration & Human Resources ,full time,Manager,103026,118480,Annual,master's degree,Yes,6/20/2023
5318,590145,HRA/DEPT OF SOCIAL SERVICES,Internal,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,Administration & Human Resources ,full time,Manager,103026,118480,Annual,master's degree,Yes,6/20/2023
5319,590759,POLICE DEPARTMENT,Internal,1,SCHOOL CROSSING GUARD (AL II â,Non-Competitive-5,Administration & Human Resources ,full time,Experienced (non-manager),37834.56,37834.56,Annual,not specified,Yes,6/22/2023
5320,591371,HRA/DEPT OF SOCIAL SERVICES,External,1,ADMINISTRATIVE STAFF ANALYST,Competitive-1,Administration & Human Resources ,full time,Manager,145000,153107,Annual,master's degree,Yes,6/30/2023
5321,591371,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ADMINISTRATIVE STAFF ANALYST,Competitive-1,Administration & Human Resources ,full time,Manager,145000,153107,Annual,master's degree,Yes,6/30/2023
5322,591941,DEPT OF ENVIRONMENT PROTECTION,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),47418,69462,Annual,baccalaureate degree,Yes,7/11/2023
5323,592854,DEPARTMENT OF TRANSPORTATION,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),47418,69462,Annual,baccalaureate degree,Yes,7/21/2023
5324,593329,DEPARTMENT OF TRANSPORTATION,External,1,CLERICAL ASSOCIATE,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),39763,64420,Annual,high school,Yes,7/25/2023
5325,593329,DEPARTMENT OF TRANSPORTATION,Internal,1,CLERICAL ASSOCIATE,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),39763,64420,Annual,high school,Yes,7/25/2023
5326,593962,HRA/DEPT OF SOCIAL SERVICES,External,1,CLERICAL ASSOCIATE,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),35895,53478,Annual,high school,Yes,2/1/2024
5327,593962,HRA/DEPT OF SOCIAL SERVICES,Internal,1,CLERICAL ASSOCIATE,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),35895,53478,Annual,high school,Yes,2/1/2024
5328,593964,HRA/DEPT OF SOCIAL SERVICES,Internal,1,CLERICAL ASSOCIATE,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),35895,53478,Annual,high school,Yes,1/1/2024
5329,593964,HRA/DEPT OF SOCIAL SERVICES,External,1,CLERICAL ASSOCIATE,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),35895,53478,Annual,high school,Yes,2/1/2024
5330,594479,DEPT OF DESIGN & CONSTRUCTION,Internal,1,COLLEGE AIDE (ALL CITY DEPTS),Non-Competitive-5,Administration & Human Resources ,part time,Student,15.5,16,Hourly,matriculation,Yes,7/25/2023
5331,594479,DEPT OF DESIGN & CONSTRUCTION,External,1,COLLEGE AIDE (ALL CITY DEPTS),Non-Competitive-5,Administration & Human Resources ,part time,Student,15.5,16,Hourly,matriculation,Yes,7/25/2023
5332,595771,NYC HOUSING AUTHORITY,Internal,1,SECRETARY TO MEMBER (HA),Non-Competitive-5,Administration & Human Resources ,full time,Experienced (non-manager),52501,71564,Annual,high school,Yes,11/2/2023
5333,595771,NYC HOUSING AUTHORITY,External,1,SECRETARY TO MEMBER (HA),Non-Competitive-5,Administration & Human Resources ,full time,Experienced (non-manager),52501,71564,Annual,high school,Yes,11/2/2023
5334,595873,DEPT OF ENVIRONMENT PROTECTION,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),53057,71840,Annual,baccalaureate degree,Yes,8/4/2023
5335,596566,DEPT OF DESIGN & CONSTRUCTION,Internal,1,CHIEF OF STAFF TO FIRST DEPUTY,Non-Competitive-5,Administration & Human Resources ,full time,Manager,64922,160000,Annual,baccalaureate degree,Yes,8/14/2023
5336,596566,DEPT OF DESIGN & CONSTRUCTION,External,1,CHIEF OF STAFF TO FIRST DEPUTY,Non-Competitive-5,Administration & Human Resources ,full time,Manager,64922,160000,Annual,baccalaureate degree,Yes,8/14/2023
5337,596884,OFFICE OF MANAGEMENT & BUDGET,External,1,STATISTICAL SECRETARY (OMB),Pending Classification-2,Administration & Human Resources ,full time,Entry-Level,55000,60000,Annual,bachelor's degree,Yes,8/4/2023
5338,596884,OFFICE OF MANAGEMENT & BUDGET,Internal,1,STATISTICAL SECRETARY (OMB),Pending Classification-2,Administration & Human Resources ,full time,Entry-Level,55000,60000,Annual,bachelor's degree,Yes,8/4/2023
5339,598231,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE STAFF ANALYST,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),70611,81203,Annual,master's degree,Yes,8/11/2023
5340,598231,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE STAFF ANALYST,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),70611,81203,Annual,master's degree,Yes,8/11/2023
5341,598577,DEPT OF YOUTH & COMM DEV SRVS,Internal,1,ADMINISTRATIVE STAFF ANALYST,Competitive-1,Administration & Human Resources ,full time,Manager,80931,208826,Annual,master's degree,Yes,9/28/2023
5342,598577,DEPT OF YOUTH & COMM DEV SRVS,External,1,ADMINISTRATIVE STAFF ANALYST,Competitive-1,Administration & Human Resources ,full time,Manager,80931,208826,Annual,master's degree,Yes,9/28/2023
5343,599792,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,Administration & Human Resources ,full time,Manager,94715,120000,Annual,master's degree,Yes,9/6/2023
5344,599792,HRA/DEPT OF SOCIAL SERVICES,External,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,Administration & Human Resources ,full time,Manager,94715,120000,Annual,master's degree,Yes,9/6/2023
5345,599800,HRA/DEPT OF SOCIAL SERVICES,External,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,Administration & Human Resources ,full time,Manager,94715,136260,Annual,master's degree,Yes,9/5/2023
5346,599800,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,Administration & Human Resources ,full time,Manager,94715,136260,Annual,master's degree,Yes,9/5/2023
5347,599807,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE STAFF ANALYST,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),70611,105138,Annual,master's degree,Yes,9/6/2023
5348,599807,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE STAFF ANALYST,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),70611,105138,Annual,master's degree,Yes,9/6/2023
5349,599868,HRA/DEPT OF SOCIAL SERVICES,External,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),84451,84451,Annual,master's degree,Yes,9/6/2023
5350,599868,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),84451,84451,Annual,master's degree,Yes,9/6/2023
5351,600372,HOUSING PRESERVATION & DVLPMNT,Internal,1,COMMUNITY ASSOCIATE,Non-Competitive-5,Administration & Human Resources ,full time,Experienced (non-manager),41887,48170,Annual,high school,Yes,8/24/2023
5352,600372,HOUSING PRESERVATION & DVLPMNT,External,1,COMMUNITY ASSOCIATE,Non-Competitive-5,Administration & Human Resources ,full time,Experienced (non-manager),41887,48170,Annual,high school,Yes,8/24/2023
5353,600803,LAW DEPARTMENT,Internal,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),84451,113550,Annual,master's degree,Yes,8/24/2023
5354,600803,LAW DEPARTMENT,External,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),84451,113550,Annual,master's degree,Yes,8/24/2023
5355,600854,MAYORS OFFICE OF CONTRACT SVCS,Internal,1,RESEARCH PROJECTS COORDINATOR,Pending Classification-2,Administration & Human Resources ,full time,Experienced (non-manager),55000,65000,Annual,bachelor's degree,Yes,2/9/2024
5356,600854,MAYORS OFFICE OF CONTRACT SVCS,External,1,RESEARCH PROJECTS COORDINATOR,Pending Classification-2,Administration & Human Resources ,full time,Experienced (non-manager),55000,65000,Annual,bachelor's degree,Yes,2/9/2024
5357,601128,OFFICE OF THE COMPTROLLER,Internal,1,PROCUREMENT ANALYST,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),58000,63000,Annual,baccalaureate degree,Yes,8/28/2023
5358,601128,OFFICE OF THE COMPTROLLER,External,1,PROCUREMENT ANALYST,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),58000,63000,Annual,baccalaureate degree,Yes,8/28/2023
5359,601915,DEPT OF HEALTH/MENTAL HYGIENE,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),47418,69462,Annual,baccalaureate degree,Yes,12/6/2023
5360,601915,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),47418,69462,Annual,baccalaureate degree,Yes,12/6/2023
5361,602532,POLICE DEPARTMENT,Internal,2,INVESTIGATOR,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),45329,72378,Annual,high school,Yes,9/22/2023
5362,602532,POLICE DEPARTMENT,External,2,INVESTIGATOR,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),45329,72378,Annual,high school,Yes,9/22/2023
5363,603085,DEPT OF HEALTH/MENTAL HYGIENE,External,1,ADM MANAGER-NON-MGRL FRM M1/M2,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),60718,90773,Annual,baccalaureate degree,Yes,2/6/2024
5364,603085,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,ADM MANAGER-NON-MGRL FRM M1/M2,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),60718,90773,Annual,baccalaureate degree,Yes,2/6/2024
5365,604415,DEPT OF ENVIRONMENT PROTECTION,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),58695,89699,Annual,baccalaureate degree,Yes,9/13/2023
5366,604474,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,Administration & Human Resources ,full time,Experienced (non-manager),94715,136260,Annual,master's degree,Yes,9/13/2023
5367,604775,DEPT OF DESIGN & CONSTRUCTION,External,1,COMMUNITY COORDINATOR,Non-Competitive-5,Administration & Human Resources ,full time,Experienced (non-manager),59116,81213,Annual,baccalaureate degree,Yes,9/15/2023
5368,604775,DEPT OF DESIGN & CONSTRUCTION,Internal,1,COMMUNITY COORDINATOR,Non-Competitive-5,Administration & Human Resources ,full time,Experienced (non-manager),59116,81213,Annual,baccalaureate degree,Yes,9/15/2023
